source	target	weight	resources	references	sign_decision
EP300	PCNA	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10618724	PMID
EP300	PTGS2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12057991;CollecTRI:12471036;CollecTRI:17237818;CollecTRI:17395887	PMID
EP300	RAD51	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23285190	default activation
EP300	RELA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21146504	default activation
EP300	RS1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18927113	default activation
EP300	S100A4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17143014	default activation
EP300	SLC9A2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11254504	default activation
EP300	TBXAS1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:14565864	PMID
EP300	THBD	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15677570	PMID
EP300	TP73	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11115495	PMID
EP300	TRIM22	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23670564	PMID
EP300	VCAM1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19281832	PMID
EP300	VEGFA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22789427	PMID
EP300	WT1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15752709;CollecTRI:18064385	PMID
YY1	EP300	1.0	CollecTRI;DoRothEA-A_CollecTRI	CollecTRI:22951020	PMID
EP300	YY1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11486036	default activation
EP300	ZEB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16804902	default activation
EPAS1	CA9	1.0	CollecTRI;DoRothEA-A_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:12171890;CollecTRI:20061373	PMID
EPAS1	CCR7	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:19305150;CollecTRI:20738921	PMID
EPAS1	COL10A1	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:20495570	PMID
EPAS1	MMP14	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15592504	PMID
EPAS1	MSC	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21081659	PMID
EPAS1	PTPRZ1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15833863;CollecTRI:20224786	PMID
USF2	EPAS1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23991099	default activation
EPAS1	USF2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23991099	default activation
ERG	ADAMTS1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:19396168	PMID
ERG	EPB41L3	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:20860828	PMID
ERG	EPB41L4B	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:20860828	PMID
ERG	FGF2	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12137767	PMID
ERG	H4C9	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23185447	regulon
ERG	HPGD	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21178489	regulon
ERG	ILK	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23027626	PMID
ERG	KCNN2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23185447	regulon
ERG	SOX4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24435928	regulon
ERG	TMPRSS2	1.0	CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:20563261;CollecTRI:23913826;CollecTRI:24418414	regulon
ERG	ZEB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21747944	regulon
ESR1	BLM	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17268063	PMID
ESR1	CDK4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22179484	default activation
ESR1	CEBPB	1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:18414489;CollecTRI:19652226	default activation
ESR1	CHAT	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10037443	default activation
ESR1	CTNNB1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16628468	PMID
ESR1	CXCL12	1.0	CollecTRI;CytReg_CollecTRI;GOA_CollecTRI;TRRUST_CollecTRI	CollecTRI:18563714	PMID
ESR1	HTRA2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21486948	PMID
ESR1	JAK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19876927	default activation
ESR1	JUNB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11477071	PMID
ESR1	MICB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23527639	default activation
ESR1	UGT2B15	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19487245	PMID
ESR1	YWHAQ	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22329840	default activation
ESR2	CD68	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11517296	default activation
ESR2	CHAT	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10037443	default activation
ESR2	CTSD	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10037443;CollecTRI:16219765	PMID
ESR2	FOS	-1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:10037443;CollecTRI:20155458	PMID
ESR2	JUN	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10037443	default activation
ESR2	MKNK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11013076	default activation
ESR2	PTPRC	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11517296	default activation
ESR2	TFF1	1.0	CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:10037443;CollecTRI:11517191;CollecTRI:16219765	PMID
ESRRA	AHR	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10620335	regulon
ESRRA	NR2F1	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15955695	PMID
ESRRA	NR2F6	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15955695	PMID
ESRRA	PNRC1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10894149	regulon
ESRRA	SNAI1	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15955695	PMID
ESRRA	SNAI2	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15955695	PMID
ESRRB	BCAS2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24667650	default activation
ETS1	EMSY	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24582497	regulon
ETS1	CA9	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18381358	PMID
ETS1	CD8A	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:8413295	PMID
ETS1	COL1A1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16564026	regulon
ETS1	CR1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10533284	regulon
ETS1	CSF3R	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7964503	PMID
ETS1	CSNK2B	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11389726	regulon
ETS1	ERG	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7731694	PMID
ETS1	F13A1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10037697	regulon
ETS1	FGFBP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9668098	regulon
ETS1	GP6	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:12377757	PMID
ETS1	HPGD	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10650939	regulon
ETS1	IGFBP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21401636	regulon
ETS1	IL2RB	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:8413220	PMID
ETS1	IL3	-1.0	CollecTRI;CytReg_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:12387738;CollecTRI:25861992;CollecTRI:8704203	PMID
ETS1	ITGB3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11556732	regulon
ETS1	LCK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7970721	PMID
ETS1	MDM2	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:11424091	regulon
ETS1	MMP10	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20432469	regulon
ETS1	NDRG1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18381358	PMID
ETS1	SLC26A3	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:7935445	PMID
ETS1	SPRY2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:14644509	regulon
ETS1	SQSTM1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9762895	regulon
ETS1	TAF12	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18567809	regulon
ETS1	TBXAS1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:14586398	regulon
ETS1	TGFBR2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10508522;CollecTRI:14976186	PMID
ETS1	TMEM158	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11822868	PMID
ETS1	TNFSF14	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:12215452	PMID
ETS1	WAS	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10066431	regulon
ETS2	ANGPT2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15003510	PMID
ETS2	CD163	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10725797	regulon
ETS2	CDK1	1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:12760745;CollecTRI:7867724	regulon
ETS2	CSF3R	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7964503	PMID
ETS2	CXCL8	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:12438253	PMID
ETS2	EGR1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9207063	regulon
ETS2	ERG	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7731694	PMID
ETS2	LCK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7970721	PMID
ETS2	MSR1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8114743	PMID
ETS2	PDE7A	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12737631	regulon
ETS2	VWF	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9444957	regulon
ETV1	CAT	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19763505	regulon
ETV3	NFKB1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18025162	PMID
ETV3	RELA	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18025162	PMID
ETV4	BDKRB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10842322	regulon
ETV4	GBA1	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:9272862	regulon
ETV4	TIMP2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8810321	regulon
ETV4	TNF	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7896795	regulon
ETV5	MMP2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22968857	regulon
ETV6	BBC3	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:16828711	PMID
ETV6	CDKN1A	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:16828711	PMID
ETV6	IGFBP5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17242174	PMID
ETV6	MAD2L1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20190817	PMID
ETV7	ETS1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22615925	default activation
ETV7	ETS2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22615925	default activation
ETV7	ETV6	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22615925	default activation
EVX1	GSC	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:22178155	PMID
GSC	EVX1	-1.0	CollecTRI;SIGNOR_CollecTRI	CollecTRI:22178155	PMID
EWSR1	CCK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17438102	default activation
EWSR1	EGR2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22327514	default activation
EWSR1	MITF	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12966428	PMID
EWSR1	PHLDA1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22323082	PMID
EZH2	ADAMTS1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22514714	PMID
EZH2	APC	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22907428	PMID
EZH2	AXL	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23077658	PMID
EZH2	CCND1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20132185;CollecTRI:21697275	PMID
EZH2	CCNE1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20132185	PMID
EZH2	CDKN2B	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21697275	PMID
EZH2	FOXC1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21465172	PMID
EZH2	HDAC1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20132185	PMID
EZH2	IGFBP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21903722	default activation
EZH2	KPNB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24132643	PMID
EZH2	MMP2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21629038	PMID
EZH2	MST1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24499724	PMID
EZH2	PAX8	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21289264	default activation
EZH2	PCNA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21629038	PMID
EZH2	POLR3D	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18852463	default activation
EZH2	PRL	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21903722	default activation
EZH2	RPLP0	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17676662	PMID
EZH2	SNAI2	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:23836662	PMID
EZH2	TWIST1	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:23836662	PMID
FHL2	CCND1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21377781	PMID
FHL2	CDKN1A	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21377781	PMID
FHL2	CDKN1B	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21377781	PMID
FHL2	NFKB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18752053	default activation
FHL2	RELA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18752053	default activation
FIGLA	TCF3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18499083	default activation
FLI1	CCK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17438102	default activation
FLI1	EP300	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24058639	default activation
FLI1	FOXM1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23365673	PMID
FLI1	HDAC1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24058639	default activation
FLI1	ID2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12447693	PMID
FLI1	IL10	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:20879862	PMID
FOS	ACTA1	1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:1460048	PMID
FOS	BATF3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12087103	default activation
FOS	BCL2L1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16911523	default activation
FOS	CASP9	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20188076	PMID
FOS	CCK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:1360635;CollecTRI:7693011	PMID
FOS	DDIT3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20188076	PMID
FOS	FAS	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10903433	PMID
FOS	FMO4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20188076	PMID
FOS	FOXA1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22577344	default activation
FOS	HSPH1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20188076	PMID
FOS	LRIG2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22721266	default activation
FOS	NEFL	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8180132	PMID
FOS	NFKB1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20188076	PMID
FOS	NTF3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7733919	default activation
FOS	NTS	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:7675173;CollecTRI:7791794;CollecTRI:7804603;CollecTRI:7914659;CollecTRI:8182549	PMID
FOS	PCK2	-1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:1325459	PMID
FOS	PDHA1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8476854	default activation
FOS	PLAU	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11774399	default activation
FOS	SMAD4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11854297	default activation
FOS	SOX7	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22171135	PMID
FOS	SPI1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9988737	PMID
FOS	SPRR3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9889002	default activation
FOS	SRR	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15681805	PMID
FOSB	CXCL8	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:20826776	PMID
FOSB	TGFB1	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:10843986	PMID
FOSL1	EZH2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23116973	default activation
FOSL1	ITGAV	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23319049	PMID
FOSL1	ITGB3	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23319049	PMID
FOSL1	SFTPD	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10915785	default activation
FOSL2	BCL6	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22493372	PMID
FOSL2	BRCA1	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17434164;CollecTRI:23339184	PMID
FOSL2	CCR4	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:18071306;CollecTRI:22493372	PMID
FOSL2	FOSL1	1.0	CollecTRI;DoRothEA-A_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:13679379	PMID
FOSL2	IBSP	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:18088579;CollecTRI:22492284;CollecTRI:23485603	PMID
FOSL2	IL5	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:10491186	PMID
FOSL2	MDM2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22493372	PMID
FOSL2	MYB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22493372	PMID
FOSL2	NOS2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12788789	PMID
FOSL2	TGFB1	1.0	CollecTRI;CytReg_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10843986;CollecTRI:16327802;CollecTRI:20427335	PMID
FOSL2	TIMP1	-1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:11337499	PMID
FOXA1	ABCA1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24807696	PMID
FOXA1	CFTR	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24440874	PMID
FOXA1	ESR1	1.0	CollecTRI;DoRothEA-A_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:20501593;CollecTRI:21572391;CollecTRI:24290378	default activation
FOXA1	KRT7	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:20043065	PMID
FOXA1	MYC	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24512546	default activation
FOXA1	NF1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8495744	PMID
FOXA1	NKX2-1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23358112	default activation
FOXA1	RET	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21947652	default activation
FOXA1	SERPINC1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8910619	PMID
FOXA2	AGR2	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:16222343;CollecTRI:20048076	PMID
FOXA2	CFTR	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24440874	PMID
FOXA2	COL18A1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11093745	default activation
FOXA2	GFER	1.0	CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:20382118	PMID
FOXA2	NKX2-1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23358112	default activation
FOXA2	NR5A2	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:11595170	PMID
FOXA2	PAX6	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22911885	PMID
FOXA2	SERPINC1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8910619	PMID
FOXA2	TCF7L2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22951069	default activation
FOXA2	TFF1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10073575	default activation
FOXA3	CYP3A7	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19706729	default activation
FOXC2	ANGPT2	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:18621714;CollecTRI:20213583	default activation
FOXD3	CYFIP2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23058321	PMID
FOXD3	RARB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23058321	PMID
FOXE1	MSX1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:21177256	PMID
FOXF1	CDH1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24186199	regulon
FOXF2	BAMBI	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	CXCL12	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	ITGB1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	MT1E	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	MT1F	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	PDGFA	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	PSG7	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXF2	WASF2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19562724	PMID
FOXG1	CDKN1A	-1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:17522785;CollecTRI:19755996	PMID
FOXH1	AR	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16120611	PMID
FOXH1	CTCF	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19956589	default activation
FOXJ1	ASPM	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16809635	regulon
FOXK2	SIN3A	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24748658	default activation
FOXL2	SIRT1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:19010791	PMID
FOXM1	AR	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24583551	PMID
FOXM1	BRIP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23108394	regulon
FOXM1	BTG2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19615363	PMID
FOXM1	CDC25B	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19276163	PMID
FOXM1	FGB	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15737987	PMID
FOXM1	VEGFB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21860419	regulon
FOXN1	DSG4	-1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:19683850	PMID
FOXN4	PANK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20603201	default activation
FOXO1	AR	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19074551	PMID
FOXO1	NEUROG3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20033803	regulon
FOXO1	NKX6-1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20033803	regulon
FOXO1	NLK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23144700	regulon
FOXO1	RAG1	1.0	CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:18469817;CollecTRI:21655267	PMID
FOXO3	VEGFB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21860419	default activation
FOXO4	PSMD11	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22972301	regulon
FOXO4	TNFSF10	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23630076	PMID
FOXP1	RAG1	1.0	CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:21655267	PMID
FOXP2	NKX2-1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18239190	PMID
FOXP2	SRPX	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20858596	PMID
